id,platform_order_id,user_id,shop_id,delivery_tracking_number,status,purchase_timestamp,shipment_timestamp,to_deliver_timestamp,delivery_timestamp,to_notify_timestamp,notification_timestamp
188,196,166,3,,LEGACY,2015-09-28 08:20:54,2015-10-01 12:28:01,2015-10-06 12:28:01,2015-10-06 12:28:01,2015-10-09 12:28:01,2015-10-09 12:28:01
189,197,167,3,,LEGACY,2015-10-05 19:17:03,2015-10-08 14:09:38,2015-10-13 14:09:38,2015-10-13 14:09:38,2015-10-16 14:09:38,2015-10-16 14:09:38
190,198,168,3,,LEGACY,2015-10-06 08:23:00,2015-10-10 13:05:57,2015-10-15 13:05:57,2015-10-15 13:05:57,2015-10-18 13:05:57,2015-10-18 13:05:57
191,199,169,3,,LEGACY,2015-10-13 13:35:09,2015-10-13 14:20:31,2015-10-18 14:20:31,2015-10-18 14:20:31,2015-10-21 14:20:31,2015-10-21 14:20:31
192,200,170,3,,LEGACY,2015-10-13 19:17:21,2015-10-15 14:35:45,2015-10-20 14:35:45,2015-10-20 14:35:45,2015-10-23 14:35:45,2015-10-23 14:35:45
193,201,171,3,,LEGACY,2015-10-14 18:47:52,2015-10-15 15:03:41,2015-10-20 15:03:41,2015-10-20 15:03:41,2015-10-23 15:03:41,2015-10-23 15:03:41
194,202,80,3,,LEGACY,2015-10-15 19:46:54,2015-10-22 08:54:46,2015-10-27 08:54:46,2015-10-27 08:54:46,2015-10-30 08:54:46,2015-10-30 08:54:46
195,203,33,3,,PURCHASED,2015-10-17 14:40:11,,,,,
196,204,172,3,,DELIVERED,2015-10-19 10:03:39,2015-10-27 16:02:49,2015-11-01 16:02:49,2015-11-01 16:02:49,2015-11-04 16:02:49,
197,205,173,3,,LEGACY,2015-10-19 12:59:16,2015-10-22 10:29:48,2015-10-27 10:29:48,2015-10-27 10:29:48,2015-10-30 10:29:48,2015-10-30 10:29:48
198,206,172,3,,FAILED,2015-10-21 14:55:22,,,,,
199,207,172,3,,PURCHASED,2015-10-21 15:07:38,,,,,
200,208,172,3,,DELIVERED,2015-10-21 15:27:45,2015-10-27 16:19:12,2015-11-01 16:19:12,2015-11-01 16:19:12,2015-11-04 16:19:12,
201,209,174,3,,SHIPPED,2015-10-25 18:19:13,2015-10-29 11:13:18,2015-11-03 11:13:18,,2015-11-06 11:13:18,
202,210,175,3,,SHIPPED,2015-10-28 19:08:45,2015-10-29 11:23:12,2015-11-03 11:23:12,,2015-11-06 11:23:12,
203,211,176,3,,SHIPPED,2015-10-29 13:48:51,2015-10-29 15:53:12,2015-11-03 15:53:12,,2015-11-06 15:53:12,
204,212,177,3,,PURCHASED,2015-10-29 20:34:35,,,,,
205,213,178,3,,SHIPPED,2015-10-31 11:37:51,2015-10-31 13:07:07,2015-11-05 13:07:07,,2015-11-08 13:07:07,
206,214,179,3,,PURCHASED,2015-10-31 11:42:46,,,,,
207,215,180,3,,PURCHASED,2015-11-01 09:28:18,,,,,
208,216,181,3,,PURCHASED,2015-11-01 18:35:10,,,,,
209,217,182,3,,PURCHASED,2015-11-02 09:06:30,,,,,
210,218,183,3,,PURCHASED,2015-11-02 12:13:33,,,,,
